title,rating,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
G.Skill Ripjaws V 128 GB,None,None,DDR4-2666,4 x 32GB,None,Black,14.254 ns,19
G.Skill Trident Z5 RGB 32 GB,None,$167.95,DDR5-5600,2 x 16GB,$5.248,White / Black,10.714 ns,30
G.Skill TridentZ RGB  32 GB,None,None,DDR4-4600,2 x 16GB,None,Black,8.261 ns,19
G.Skill TridentZ RGB  32 GB,None,None,DDR4-4266,2 x 16GB,None,Black,7.501 ns,16
G.Skill TridentZ RGB  128 GB,None,None,DDR4-2666,4 x 32GB,None,Black,14.254 ns,19
Corsair Vengeance LPX 32 GB,None,None,DDR4-3600,2 x 16GB,None,Red,10 ns,18
HP V10 RGB 16 GB,None,None,DDR4-3600,2 x 8GB,None,Silver / Black,7.778 ns,14
Corsair Vengeance RGB RS 32 GB,None,None,DDR4-3600,4 x 8GB,None,Black,10 ns,18
Kingston FURY Renegade 16 GB,5.0,None,DDR4-3200,1 x 16GB,None,Black,10 ns,16
Kingston Fury Renegade RGB 32 GB,4.0,None,DDR4-3600,4 x 8GB,None,Black / Silver,8.889 ns,16
TEAMGROUP T-Force Vulcan Z 16 GB,None,None,DDR4-4000,2 x 8GB,None,Gray,9 ns,18
TEAMGROUP T-Force Delta RGB 8 GB,None,None,DDR4-3600,1 x 8GB,None,Black,10 ns,18
Kingston FURY Beast RGB 16 GB,None,$103.08,DDR5-4800,1 x 16GB,$6.442,Black,15.833 ns,38
Kingston FURY Beast RGB 32 GB,None,None,DDR5-4800,1 x 32GB,None,Black,15.833 ns,38
Kingston FURY Renegade 128 GB,5.0,None,DDR4-3600,4 x 32GB,None,Black,10 ns,18
G.Skill Trident Z5 RGB 32 GB,None,None,DDR5-5600,2 x 16GB,None,Black,10 ns,28
Kingston Server Premier 16 GB,None,$89.99,DDR4-3200,1 x 16GB,$5.624,None,13.75 ns,22
Kingston FURY Beast 16 GB,None,None,DDR4-2666,1 x 16GB,None,Black,12.003 ns,16
G.Skill Ripjaws S5 32 GB,None,None,DDR5-5200,2 x 16GB,None,Black,10.769 ns,28
G.Skill Ripjaws S5 64 GB,None,None,DDR5-5600,2 x 32GB,None,Black,10 ns,28
ADATA XPG GAMMIX D20 16 GB,None,None,DDR4-3600,2 x 8GB,None,Black / Silver,10 ns,18
TEAMGROUP T-Force Xtreem ARGB 16 GB,None,None,DDR4-5333,2 x 8GB,None,Black,8.251 ns,22
V-Color SKYWALKER PLUS 32 GB,None,None,DDR4-3600,2 x 16GB,None,Black,10 ns,18
TEAMGROUP T-Force Vulcan Z 8 GB,5.0,None,DDR4-3000,1 x 8GB,None,Silver / Black,10.667 ns,16
G.Skill Trident Z Royal 16 GB,None,$279.00,DDR4-4400,2 x 8GB,$17.438,Gold,8.182 ns,18
Corsair Vengeance LPX 32 GB,None,None,DDR4-2400,1 x 32GB,None,Black / Yellow,13.333 ns,16
Patriot Signature Premium 16 GB,None,None,DDR4-2400,2 x 8GB,None,Black,14.167 ns,17
Kingston HyperX Fury 16 GB,None,None,DDR4-3200,1 x 16GB,None,Black / Silver,11.25 ns,18
Kingston HyperX Fury RGB 8 GB,None,None,DDR4-3466,1 x 8GB,None,Black,9.233 ns,16
TEAMGROUP T-Force Dark Z 16 GB,4.5,None,DDR4-3200,2 x 8GB,None,Silver / Black,10 ns,16
GeIL SUPER LUCE RGB SYNC Series TUF Gaming Alliance AMD Edition 16 GB,None,None,DDR4-3200,2 x 8GB,None,Black,10 ns,16
OLOy MD4U163216CFDA 32 GB,None,None,DDR4-3200,2 x 16GB,None,Red,10 ns,16
G.Skill Trident Z Neo 32 GB,5.0,None,DDR4-3800,4 x 8GB,None,Black / Silver,7.368 ns,14
TEAMGROUP T-Force Dark Za 16 GB,5.0,None,DDR4-4000,2 x 8GB,None,Black / Silver,9 ns,18
V-Color Prism Plus RGB 16 GB,None,None,DDR4-3200,2 x 8GB,None,Black,10 ns,16
G.Skill Ripjaws V 256 GB,None,$624.16,DDR4-2666,8 x 32GB,$2.438,Black,13.503 ns,18
Thermaltake TOUGHRAM 16 GB,None,$194.98,DDR4-4400,2 x 8GB,$12.186,White / Silver,8.636 ns,19
Crucial Ballistix 64 GB,5.0,None,DDR4-3200,2 x 32GB,None,White,10 ns,16
Crucial Ballistix 32 GB,5.0,None,DDR4-3000,2 x 16GB,None,White,10 ns,15
Crucial Ballistix 32 GB,None,None,DDR4-2666,2 x 16GB,None,Red,12.003 ns,16
Crucial Ballistix MAX 32 GB,5.0,None,DDR4-4000,2 x 16GB,None,Black,9 ns,18
G.Skill Trident Z Royal 256 GB,4.0,None,DDR4-3600,8 x 32GB,None,Silver,10 ns,18
TEAMGROUP Team T-FORCE VULCAN Z 32GB 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TLZRD432G3000HC16C01 32 GB,None,None,DDR4-3000,1 x 32GB,None,Red,10.667 ns,16
Corsair Dominator Platinum RGB 64 GB,None,None,DDR4-3200,4 x 16GB,None,White,10 ns,16
Corsair Vengeance LPX 128 GB,None,None,DDR4-3000,4 x 32GB,None,Black,10.667 ns,16
Silicon Power XPOWER Turbine RGB 16 GB,None,None,DDR4-3200,2 x 8GB,None,Silver / Black,10 ns,16
G.Skill Trident Z RGB 32 GB,None,None,DDR4-3600,2 x 16GB,None,Black,7.778 ns,14
TEAMGROUP T-Force Vulcan Z 32 GB,None,None,DDR4-3600,2 x 16GB,None,Red / Black,10 ns,18
G.Skill Trident Z Neo 32 GB,4.0,None,DDR4-3800,2 x 16GB,None,Black / Silver,9.474 ns,18
Apacer AU 16 GB,None,None,DDR4-2666,1 x 16GB,None,Black,14.254 ns,19
Neo Forza FAYE 32 GB,None,None,DDR4-4400,2 x 16GB,None,Black / Silver,8.636 ns,19
Patriot Viper 4 Blackout 32 GB,None,None,DDR4-3600,2 x 16GB,None,Black,10 ns,18
OLOy Blade RGB 16 GB,4.0,None,DDR4-3200,2 x 8GB,None,White,10 ns,16
TEAMGROUP T-Force Xtreem ARGB 64 GB,None,None,DDR4-3600,2 x 32GB,None,Black,10 ns,18
TEAMGROUP T-Force Xtreem ARGB 32 GB,5.0,None,DDR4-4000,2 x 16GB,None,None,9 ns,18
G.Skill Trident Z5 RGB 32 GB,None,None,DDR5-6000,2 x 16GB,None,Black,13.333 ns,40
TEAMGROUP Dark Pro 8PACK Edition 16 GB,None,None,DDR4-3600,2 x 8GB,None,Black / Silver,8.889 ns,16
G.Skill Trident Z Royal 256 GB,None,None,DDR4-3200,8 x 32GB,None,Silver,8.75 ns,14
G.Skill Trident Z Neo 32 GB,None,None,DDR4-3600,4 x 8GB,None,Black / White,7.778 ns,14
HP V8 RGB 16 GB,None,None,DDR4-3000,2 x 8GB,None,Black / Silver,10.667 ns,16
GeIL Orion RGB AMD Edition 16 GB,None,None,DDR4-3200,2 x 8GB,None,Red,10 ns,16
GeIL Orion AMD Edition 32 GB,None,None,DDR4-3600,2 x 16GB,None,Red,10 ns,18
GeIL Orion AMD Edition 16 GB,None,None,DDR4-3200,2 x 8GB,None,Gray,10 ns,16
GeIL EVO Potenza AMD Edition 32 GB,5.0,None,DDR4-3200,2 x 16GB,None,Black,10 ns,16
Kingston Fury Renegade RGB 16 GB,None,None,DDR4-3200,1 x 16GB,None,Black / Silver,10 ns,16
Kingston Fury Renegade RGB 64 GB,None,$531.76,DDR4-3600,4 x 16GB,$8.309,Black / Silver,8.889 ns,16
TEAMGROUP T-Force Delta RGB 64 GB,None,$146.52,DDR4-3200,2 x 32GB,$2.289,Black,10 ns,16
TEAMGROUP T-Force Delta RGB 32 GB,None,None,DDR4-3600,2 x 16GB,None,White,7.778 ns,14
Kingston FURY Beast RGB 16 GB,None,None,DDR5-5600,1 x 16GB,None,Black,14.286 ns,40
Corsair Vengeance 64 GB,None,None,DDR5-5600,2 x 32GB,None,Black,12.857 ns,36
Kingston FURY Renegade 64 GB,None,None,DDR4-2666,4 x 16GB,None,Black,9.752 ns,13
Kingston FURY Renegade 64 GB,None,None,DDR4-3600,4 x 16GB,None,Black,8.889 ns,16
G.Skill Trident Z5 RGB 32 GB,5.0,None,DDR5-6000,2 x 16GB,None,White / Black,12 ns,36
Kingston ValueRAM 16 GB,None,$41.60,DDR4-2666,1 x 16GB,$2.600,Green,14.254 ns,19
Kingston Server Premier 32 GB,None,$147.99,DDR4-2666,1 x 32GB,$4.625,None,14.254 ns,19
Kingston Server Premier 32 GB,None,None,DDR4-3200,1 x 32GB,None,None,13.75 ns,22
Kingston FURY Beast 16 GB,None,None,DDR4-3733,2 x 8GB,None,Black,10.179 ns,19
ADATA XPG GAMMIX D20 32 GB,None,None,DDR4-3200,1 x 32GB,None,Black / Silver,10 ns,16
ADATA XPG GAMMIX D20 8 GB,None,None,DDR4-3200,1 x 8GB,None,Gray / Silver,10 ns,16
VisionTek OCPC PISTA RGB 16 GB,None,None,DDR5-5200,2 x 8GB,None,Gray,13.846 ns,36
TEAMGROUP Elite 16 GB,None,None,DDR4-2400,2 x 8GB,None,Black,13.333 ns,16
TEAMGROUP Elite 8 GB,None,None,DDR5-4800,1 x 8GB,None,Black,16.667 ns,40
TEAMGROUP T-Create Expert 16 GB,None,None,DDR4-3600,2 x 8GB,None,Gray,7.778 ns,14
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,None,None,DDR4-3600,2 x 8GB,None,Black / Gold,8.889 ns,16
ADATA XPG GAMMIX D45 64 GB,5.0,None,DDR4-3200,2 x 32GB,None,Black,10 ns,16
ADATA XPG SPECTRIX D50 8 GB,None,None,DDR4-3000,1 x 8GB,None,White,10.667 ns,16
ADATA XPG SPECTRIX D50 32 GB,None,None,DDR4-3600,1 x 32GB,None,White,10 ns,18
PNY XLR8 Gaming EPIC-X RGB 64 GB,None,None,DDR4-3200,4 x 16GB,None,Black,10 ns,16
PNY XLR8 Gaming EPIC-X RGB 16 GB,5.0,$85.99,DDR4-4000,2 x 8GB,$5.374,Black,9 ns,18
Mushkin Redline Lumina 16 GB,None,$53.11,DDR4-3200,2 x 8GB,$3.319,Black,10 ns,16
Mushkin Redline 64 GB,None,$491.57,DDR4-2800,2 x 32GB,$7.681,Red,12.143 ns,17
G.Skill Trident Z 64 GB,None,None,DDR5-6000,2 x 32GB,None,Black,10 ns,30
G.Skill Sniper X 16 GB,None,None,DDR4-3600,2 x 8GB,None,Black / White,10.556 ns,19
G.Skill F4-3200C16Q-64GTZSK 64 GB,None,$329.00,DDR4-3200,4 x 16GB,$5.141,Gray / Black,10 ns,16
G.Skill Ares 32 GB,None,None,DDR3-1600,4 x 8GB,None,Blue,11.25 ns,9
G.Skill Ripjaws 4 8 GB,None,None,DDR4-2400,1 x 8GB,None,Black,12.5 ns,15
Acer UD100 16 GB,None,None,DDR4-2666,1 x 16GB,None,Black,14.254 ns,19
Corsair Dominator Platinum RGB 16 GB,None,$107.77,DDR4-3200,2 x 8GB,$6.736,White,10 ns,16
Patriot Signature Line 4 GB,None,$24.34,DDR4-2666,1 x 4GB,$6.085,Green,14.254 ns,19
Silicon Power XPOWER Zenith RGB Gaming 16 GB,None,None,DDR5-5200,2 x 8GB,None,Black,14.615 ns,38
G.Skill Trident Z5 RGB 64 GB,None,None,DDR5-6000,2 x 32GB,None,Black,10.667 ns,32
Thermaltake TOUGHRAM XG RGB 16 GB,None,$174.98,DDR4-4000,2 x 8GB,$10.936,Black / Silver,9.5 ns,19
V-Color Manta XPrism RGB 32 GB,None,None,DDR5-7800,2 x 16GB,None,Silver,9.744 ns,38
Neo Forza MARS 16 GB,None,None,DDR4-4000,2 x 8GB,None,Gray / Black,9.5 ns,19
Neo Forza MARS 16 GB,None,None,DDR4-4400,2 x 8GB,None,Gray / Black,8.636 ns,19
OLOy Blade RGB 32 GB,None,None,DDR5-6000,2 x 16GB,None,Black,10.667 ns,32
OLOy Blade RGB 16 GB,None,None,DDR5-5600,2 x 8GB,None,Black,14.286 ns,40
TEAMGROUP Elite 16 GB,None,$91.99,DDR5-5200,1 x 16GB,$5.749,Black,16.154 ns,42
OLOy Blade RGB 32 GB,None,None,DDR5-6400,2 x 16GB,None,Black,10 ns,32
Kingston FURY Beast 32 GB,None,None,DDR5-6000,1 x 32GB,None,Black / Silver,13.333 ns,40
PROXMEM KERBEROS 32 GB,None,$72.98,DDR4-3200,2 x 16GB,$2.281,Black / Silver,11.25 ns,18
Timetec PINNACLE Konduit 16 GB,None,$28.99,DDR4-3200,1 x 16GB,$1.812,Black,10 ns,16
Kingston FURY Renegade 64 GB,5.0,None,DDR5-6000,2 x 32GB,None,White / Silver,10.667 ns,32
G.Skill Zeta R5 128 GB,None,$929.99,DDR5-6400,8 x 16GB,$7.266,Black / White,10 ns,32
Corsair Vengeance LPX 16 GB,None,None,DDR4-3200,2 x 8GB,None,Black,11.25 ns,18
Kingston FURY Beast 16 GB,5.0,None,DDR4-3200,2 x 8GB,None,Black / Silver,10 ns,16
TEAMGROUP Elite Plus 8 GB,None,None,DDR4-2133,1 x 8GB,None,Red / Black,14.065 ns,15
G.Skill Trident Z5 RGB 48 GB,None,None,DDR5-7600,2 x 24GB,None,Black,10 ns,38
TEAMGROUP Elite 32 GB,None,None,DDR5-6400,1 x 32GB,None,Black,16.25 ns,52
Klevv CRAS XR5 RGB 32 GB,4.0,None,DDR5-6000,2 x 16GB,None,White / Black,13.333 ns,40
Apacer Panther 32 GB,None,None,DDR5-6000,2 x 16GB,None,Silver / Black,13.333 ns,40
ADATA XPG LANCER RGB 16 GB,None,None,DDR5-5600,1 x 16GB,None,Black,12.857 ns,36
ADATA XPG LANCER RGB 16 GB,None,None,DDR5-6400,1 x 16GB,None,Black,10 ns,32
G.Skill Trident Z Royal 16 GB,None,None,DDR4-5333,2 x 8GB,None,Gold,8.251 ns,22
G.Skill Ripjaws V 8 GB,None,None,DDR4-3000,1 x 8GB,None,Red,10.667 ns,16
G.Skill Trident Z Neo 128 GB,None,None,DDR4-3600,8 x 16GB,None,Black / White,7.778 ns,14
TEAMGROUP Elite Plus 32 GB,None,None,DDR5-6000,2 x 16GB,None,Black,13.333 ns,40
Acer UD100 8 GB,None,None,DDR4-3200,1 x 8GB,None,Black,13.75 ns,22
Acer Predator Vesta RGB 16 GB,None,None,DDR4-3600,2 x 8GB,None,Silver,7.778 ns,14
Acer Predator Vesta RGB 32 GB,None,None,DDR4-3200,2 x 16GB,None,Silver,8.75 ns,14
Corsair Dominator Platinum RGB 16 GB,None,$87.99,DDR4-3600,2 x 8GB,$5.499,Black,10 ns,18
Patriot Viper 4 Blackout 32 GB,None,None,DDR4-3000,2 x 16GB,None,Black,10.667 ns,16
Patriot Viper Elite 4 GB,None,None,DDR4-2666,1 x 4GB,None,Black / Silver,12.003 ns,16
Patriot Viper Venom RGB 32 GB,None,None,DDR4-3200,2 x 16GB,None,Black,10 ns,16
Patriot Viper Venom RGB 32 GB,None,None,DDR4-3600,2 x 16GB,None,Black,9.444 ns,17
Silicon Power SP008GBLFU266B02 8 GB,None,$22.39,DDR4-2666,1 x 8GB,$2.799,None,14.254 ns,19
Silicon Power SP001GBRDE333O01 1 GB,None,None,DDR-333,1 x 1GB,None,None,15.015 ns,2.5
TEAMGROUP T-Force Vulcan 16 GB,None,None,DDR5-5600,1 x 16GB,None,Black,11.429 ns,32
G.Skill Trident Z5 64 GB,None,None,DDR5-6000,2 x 32GB,None,Black,10.667 ns,32
ADATA XPG Z1 16 GB,None,None,DDR4-3200,2 x 8GB,None,Black,10 ns,16
ADATA XPG GAMMIX D10 32 GB,None,None,DDR4-3200,2 x 16GB,None,Silver,10 ns,16
TEAMGROUP Elite Plus 8 GB,None,None,DDR5-5200,1 x 8GB,None,Silver,16.154 ns,42
Silicon Power XPOWER Zenith RGB Gaming 32 GB,None,None,DDR5-6000,2 x 16GB,None,White,13.333 ns,40
Corsair Dominator Platinum RGB 64 GB,None,None,DDR5-5200,2 x 32GB,None,Black,15.385 ns,40
Timetec PINNACLE Konduit RGB 32 GB,None,None,DDR4-3200,2 x 16GB,None,Black,10 ns,16
PROXMEM UNDERWORLD TUF 32 GB,None,None,DDR5-5600,2 x 16GB,None,Black / Gray,10 ns,28
ADATA XPG CASTER RGB 16 GB,None,None,DDR5-6000,1 x 16GB,None,Black / Silver,13.333 ns,40
GeIL Polaris RGB 32 GB,None,None,DDR5-6000,2 x 16GB,None,Red,12.667 ns,38
Kingston FURY Beast 16 GB,None,None,DDR5-5200,2 x 8GB,None,Black,15.385 ns,40
Kingston FURY Beast 32 GB,None,None,DDR5-5600,2 x 16GB,None,Black,14.286 ns,40
Kingston FURY Beast RGB 32 GB,None,None,DDR4-3600,2 x 16GB,None,Black / Silver,10 ns,18
Kingston FURY Beast 32 GB,None,None,DDR4-3600,2 x 16GB,None,Black / Silver,10 ns,18
Silicon Power XPOWER Zenith Gaming 32 GB,None,None,DDR5-6000,2 x 16GB,None,White,13.333 ns,40
TEAMGROUP Elite Plus 8 GB,None,None,DDR4-3200,1 x 8GB,None,Black / Gold,13.75 ns,22
TEAMGROUP Elite Plus 16 GB,None,None,DDR4-3200,1 x 16GB,None,Red / Black,13.75 ns,22
Patriot Viper 4 16 GB,None,None,DDR4-3600,2 x 8GB,None,Red / Black,9.444 ns,17
OLOy Blade 32 GB,None,None,DDR5-6000,2 x 16GB,None,Black,10.667 ns,32
TEAMGROUP Elite 16 GB,None,None,DDR5-4800,2 x 8GB,None,Black,16.667 ns,40
Klevv CRAS XR5 RGB 32 GB,5.0,None,DDR5-6200,2 x 16GB,None,White / Black,12.903 ns,40
GeIL EVO V RGB 48 GB,None,None,DDR5-6400,1 x 48GB,None,Black,11.875 ns,38
GOODRAM IRDM PRO 16 GB,None,None,DDR4-3600,2 x 8GB,None,White,9.444 ns,17
GOODRAM IRDM PRO 16 GB,None,None,DDR4-3600,1 x 16GB,None,White / Red,10 ns,18
Apacer Panther RGB 32 GB,None,None,DDR5-6400,2 x 16GB,None,Silver / Black,10 ns,32
ADATA XPG LANCER RGB 16 GB,None,None,DDR5-6000,1 x 16GB,None,White,10 ns,30
ADATA XPG Lancer Blade RGB 64 GB,None,None,DDR5-6400,2 x 32GB,None,Black,10 ns,32
Netac Shadow II 16 GB,None,None,DDR4-2666,1 x 16GB,None,Black,14.254 ns,19
Silicon Power SP032GBLVU560FD2AD 32 GB,None,None,DDR5-5600,2 x 16GB,None,Black,16.429 ns,46
TEAMGROUP T-Force Vulcan 16 GB,None,None,DDR5-6000,1 x 16GB,None,Black,12.667 ns,38
TEAMGROUP T-Force Vulcan 32 GB,None,None,DDR5-6000,1 x 32GB,None,Red,12.667 ns,38
Lexar Ares RGB 16 GB,None,None,DDR4-3600,2 x 8GB,None,White,10 ns,18
VisionTek 901344 16 GB,None,None,DDR4-2933,1 x 16GB,None,Black,14.32 ns,21
OLOy Blade RGB 32 GB,None,None,DDR4-3200,2 x 16GB,None,Black,10 ns,16
G.Skill Value 8 GB,None,None,DDR4-2133,1 x 8GB,None,Black,14.065 ns,15
Silicon Power SP032GBLVU520F22 32 GB,None,None,DDR5-5200,2 x 16GB,None,Black,16.154 ns,42
Silicon Power SP048GBLVU520P22 48 GB,None,None,DDR5-5200,2 x 24GB,None,Black,16.154 ns,42
Mushkin Redline Lumina 32 GB,None,$123.64,DDR5-6400,2 x 16GB,$3.864,Black,10 ns,32
Acer Predator Vesta II RGB 32 GB,None,None,DDR5-6000,2 x 16GB,None,Black,11.333 ns,34
Acer Predator Hermes RGB 32 GB,None,None,DDR5-8000,2 x 16GB,None,White,9 ns,36
Kingston FURY Renegade Pro 64 GB,None,$409.95,DDR5-5600,4 x 16GB,$6.405,Black,12.857 ns,36
Kingston FURY Renegade Pro 64 GB,None,$585.00,DDR5-6800,4 x 16GB,$9.141,Black,14.118 ns,48
Kingston FURY Renegade Pro 128 GB,None,$912.90,DDR5-6000,8 x 16GB,$7.132,Black,10.667 ns,32
Kingston FURY Renegade Pro 256 GB,None,$1609.95,DDR5-5600,8 x 32GB,$6.289,Black,10 ns,28
V-Color TRA516G72S834O 128 GB,None,$1524.99,DDR5-7200,8 x 16GB,$11.914,Black,9.444 ns,34
ADATA XPG SPECTRIX D35G RGB 16 GB,None,None,DDR4-3600,1 x 16GB,None,White,10 ns,18
Silicon Power XPOWER Pulse Gaming 32 GB,None,None,DDR5-6000,1 x 32GB,None,Black / White,10 ns,30
Silicon Power XPOWER Storm RGB 32 GB,None,None,DDR5-7200,1 x 32GB,None,Black,9.444 ns,34
Silicon Power XPOWER Storm RGB 64 GB,None,None,DDR5-7200,2 x 32GB,None,White,9.444 ns,34
TEAMGROUP T-Force Delta RGB 16 GB,None,None,DDR5-6000,1 x 16GB,None,Black,10 ns,30
TEAMGROUP T-Force Delta RGB 16 GB,None,None,DDR5-5200,1 x 16GB,None,Black,15.385 ns,40
TEAMGROUP T-Force Delta RGB 16 GB,None,None,DDR5-6000,1 x 16GB,None,White,12.667 ns,38
TEAMGROUP T-Force Delta RGB 16 GB,None,None,DDR5-6000,1 x 16GB,None,White,10 ns,30
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,None,None,DDR5-6000,2 x 16GB,None,Black,10 ns,30
TEAMGROUP T-Force Vulcan\xce\xb1 8 GB,None,None,DDR5-5200,1 x 8GB,None,Black,15.385 ns,40
TEAMGROUP T-Create Classic 16 GB,None,None,DDR5-6000,1 x 16GB,None,Black,16 ns,48
TEAMGROUP T-Create Expert 48 GB,None,None,DDR5-7600,2 x 24GB,None,White,9.474 ns,36
TEAMGROUP T-Create Expert 32 GB,None,None,DDR5-7600,2 x 16GB,None,White,9.474 ns,36
Klevv Urbane V RGB 64 GB,None,None,DDR5-6000,2 x 32GB,None,White,10 ns,30
TEAMGROUP Elite Plus 64 GB,None,None,DDR5-6400,2 x 32GB,None,Black,16.25 ns,52
TEAMGROUP Elite Plus 64 GB,None,None,DDR5-5600,2 x 32GB,None,Black,16.429 ns,46
Klevv CRAS V RGB 32 GB,None,None,DDR5-7600,2 x 16GB,None,White,9.474 ns,36
Biwin Black Opal DW100 RGB 32 GB,None,None,DDR5-6000,2 x 16GB,None,White,10 ns,30
Biwin Black Opal DW100 RGB 48 GB,None,None,DDR5-8200,2 x 24GB,None,Black,9.756 ns,40
Biwin Black Opal DW100 RGB 48 GB,None,None,DDR5-8400,2 x 24GB,None,Black,9.524 ns,40
ADATA XPG Lancer Blade 16 GB,None,None,DDR5-6400,1 x 16GB,None,Black,10 ns,32
ADATA XPG Lancer Blade 16 GB,None,None,DDR5-6000,1 x 16GB,None,White,10 ns,30
Crucial CT16G3ERSLD4160B 16 GB,None,$22.49,DDR3-1600,1 x 16GB,$1.406,Black / Green,13.75 ns,11
Crucial CT8G3S160BM 8 GB,4.0,$17.10,DDR3-1600,1 x 8GB,$2.138,Black / Green,13.75 ns,11
G.Skill Ripjaws 32 GB,None,$52.99,DDR4-2133,2 x 16GB,$1.656,Black,14.065 ns,15
G.Skill Trident Z Royal 16 GB,5.0,None,DDR4-3000,2 x 8GB,None,Silver,10.667 ns,16
Crucial CT16G4SFD8266 16 GB,None,$35.40,DDR4-2666,1 x 16GB,$2.212,Green / Black,14.254 ns,19
G.Skill Trident Z Royal 32 GB,None,None,DDR4-4400,2 x 16GB,None,Silver,7.727 ns,17
Kingston Server Premier 8 GB,None,$42.16,DDR4-2666,1 x 8GB,$5.270,None,14.254 ns,19
Mushkin Redline 64 GB,None,None,DDR4-3600,2 x 32GB,None,White,8.889 ns,16
TEAMGROUP T-Create Classic 16 GB,None,$100.47,DDR5-5600,1 x 16GB,$6.279,Black,16.429 ns,46
Corsair Vengeance 16 GB,4.5,$88.85,DDR3-1600,2 x 8GB,$5.553,Black / Silver,11.25 ns,9
Kingston Server Premier 8 GB,None,$36.99,DDR4-3200,1 x 8GB,$4.624,None,13.75 ns,22
Kingston ValueRAM 16 GB,None,$34.74,DDR4-3200,1 x 16GB,$2.171,None,13.75 ns,22
Mushkin Redline Lumina 16 GB,None,$57.99,DDR4-3600,2 x 8GB,$3.624,White,10 ns,18
Crucial CT2KIT51272AF667 8 GB,5.0,$58.99,DDR2-667,2 x 4GB,$7.374,Green,14.993 ns,5
G.Skill FA-1333C9Q-32GSQ 32 GB,None,$83.72,DDR3-1333,4 x 8GB,$2.616,Black / Green,13.503 ns,9
Kingston HyperX Fury 8 GB,4.5,None,DDR3-1600,1 x 8GB,None,Red / Silver,12.5 ns,10
Crucial CT2K4G4DFS8213 8 GB,4.5,$69.98,DDR4-2133,2 x 4GB,$8.748,Black / Green,14.065 ns,15
Crucial CT16G4RFD4213 16 GB,None,$28.00,DDR4-2133,1 x 16GB,$1.750,Black / Green,14.065 ns,15
G.Skill Trident Z5 64 GB,None,None,DDR5-6000,2 x 32GB,None,Black / White,10.667 ns,32
TEAMGROUP Night Hawk RGB Gen 2 32 GB,4.0,None,DDR4-3200,2 x 16GB,None,White,10 ns,16
Corsair Vengeance 64 GB,None,None,DDR5-5600,2 x 32GB,None,Gray,12.857 ns,36
Thermaltake TOUGHRAM XG RGB 64 GB,None,$539.99,DDR4-3600,2 x 32GB,$8.437,Black / Silver,10 ns,18
Neo Forza FAYE 16 GB,None,None,DDR4-3600,2 x 8GB,None,Black / Silver,10 ns,18
Neo Forza FAYE 16 GB,None,None,DDR4-5000,2 x 8GB,None,Black / Silver,7.6 ns,19
TEAMGROUP T-Force Delta RGB 64 GB,None,None,DDR5-5200,2 x 32GB,None,White / Silver,15.385 ns,40
OLOy Blade RGB 64 GB,None,None,DDR5-5600,2 x 32GB,None,Black,12.857 ns,36
Kingston FURY Impact 16 GB,None,$68.00,DDR4-2666,2 x 8GB,$4.250,Black,11.253 ns,15
Timetec PINNACLE Konduit RGB 32 GB,None,$55.99,DDR4-3200,1 x 32GB,$1.750,White,10 ns,16
Timetec PINNACLE Konduit RGB 32 GB,None,None,DDR4-3600,2 x 16GB,None,Black,10 ns,18
ADATA XPG CASTER RGB 32 GB,None,None,DDR5-6400,2 x 16GB,None,Black / Silver,10 ns,32
GeIL Polaris RGB 32 GB,None,None,DDR5-6000,2 x 16GB,None,Black,12.667 ns,38
Kingston FURY Beast RGB 32 GB,None,None,DDR5-6000,1 x 32GB,None,Black,13.333 ns,40
TEAMGROUP T-Force DELTA\xce\xb1 RGB 16 GB,None,None,DDR5-6000,1 x 16GB,None,Black,12.667 ns,38
Kingston FURY Beast 32 GB,None,None,DDR5-6000,2 x 16GB,None,Black,13.333 ns,40
OLOy Blade 32 GB,None,None,DDR5-6000,2 x 16GB,None,White,10.667 ns,32
OLOy Blade RGB 64 GB,None,None,DDR5-5600,2 x 32GB,None,White,12.857 ns,36
Kingston FURY 32 GB,None,$145.99,DDR5-5600,1 x 32GB,$4.562,White,14.286 ns,40
Mushkin Enhanced Redline Stiletto 16 GB,None,None,DDR4-3600,2 x 8GB,None,Black,8.889 ns,16
Mushkin Enhanced Redline Stiletto 16 GB,None,None,DDR4-3600,2 x 8GB,None,Black,7.778 ns,14
Mushkin Enhanced Redline Stiletto 16 GB,None,None,DDR4-3200,2 x 8GB,None,Black,8.75 ns,14
Kingston FURY Beast 64 GB,None,None,DDR4-3200,2 x 32GB,None,Black / Silver,10 ns,16
Kingston FURY Beast 32 GB,None,None,DDR4-3200,2 x 16GB,None,Black / Silver,10 ns,16
OLOy Blade RGB 16 GB,None,None,DDR4-3600,2 x 8GB,None,Black / Silver,10 ns,18
OLOy WarHawk RGB 16 GB,None,None,DDR4-4000,2 x 8GB,None,White / Silver,9 ns,18
GeIL ORION V RGB 16 GB,None,None,DDR5-5200,1 x 16GB,None,Black,13.077 ns,34
TEAMGROUP Elite Plus 16 GB,None,None,DDR4-3200,1 x 16GB,None,Black / Gold,13.75 ns,22
